season;time;home;numpen;goaldiff;pendiff;ppgoal;capacity;month;timebetpens;inRow;gf1;ga1;pf1;pa1;gf2;ga2;pf2;pa2
2014-2015;23.33;1;3;0;-2;0;0;6;11.04;-2;2.52;2.43;4.45;4.43;2.52;2.43;4.45;4.43
2014-2015;41.58;0;4;-1;-1;0;0;6;18.25;1;2.02;3.08;3.90;4.17;2.02;3.08;3.90;4.17
2014-2015;43.39;1;5;-1;-2;0;0;6;1.81;-1;2.52;2.43;4.45;4.43;2.52;2.43;4.45;4.43
2014-2015;57.05;0;6;-2;-1;1;0;6;13.66;1;2.02;3.08;3.90;4.17;2.02;3.08;3.90;4.17
2014-2015;11.55;0;1;0;0;0;0;6;;0;;;;;2.58;2.05;4.32;3.97
2014-2015;17.56;1;2;0;-1;0;0;6;6.01;-1;2.52;2.38;3.97;3.80;2.52;2.38;3.97;3.80
2014-2015;32.22;0;3;1;0;0;0;6;14.66;1;2.58;2.05;4.32;3.97;2.58;2.05;4.32;3.97
2014-2015;55.48;1;4;1;-1;0;0;6;23.26;-1;2.52;2.38;3.97;3.80;2.52;2.38;3.97;3.80
2014-2015;7.55;0;1;0;0;0;0;6;;0;;;;;2.03;2.87;4.25;3.93
2014-2015;30.51;0;2;0;-1;0;0;6;22.96;-1;2.78;2.10;3.58;3.73;2.03;2.87;4.25;3.93
2014-2015;33.02;1;3;0;-2;0;0;6;2.51;-2;2.78;2.10;3.58;3.73;2.78;2.10;3.58;3.73
2014-2015;35.02;0;4;-1;-1;1;0;6;2;1;2.03;2.87;4.25;3.93;2.03;2.87;4.25;3.93
2014-2015;39.42;1;5;-1;-2;0;0;6;4.4;-1;2.78;2.10;3.58;3.73;2.78;2.10;3.58;3.73
2014-2015;51.38;1;6;-1;-1;0;0;6;11.96;1;2.03;2.87;4.25;3.93;2.78;2.10;3.58;3.73
2014-2015;55.33;1;7;-1;0;0;0;6;3.95;2;2.03;2.87;4.25;3.93;2.78;2.10;3.58;3.73
2014-2015;60;1;8;-1;1;0;0;6;4.67;3;2.03;2.87;4.25;3.93;2.78;2.10;3.58;3.73
2014-2015;8.18;0;1;0;0;0;0;6;;0;;;;;2.50;2.68;4.30;4.47
2014-2015;25.19;0;2;1;-1;0;0;6;17.01;-1;2.77;2.48;3.73;4.48;2.50;2.68;4.30;4.47
2014-2015;26;0;3;2;-2;1;0;6;0.81;-2;2.77;2.48;3.73;4.48;2.50;2.68;4.30;4.47
2014-2015;29.45;0;4;2;-3;0;0;6;3.45;-3;2.77;2.48;3.73;4.48;2.50;2.68;4.30;4.47
2014-2015;33.51;1;5;2;-4;0;0;6;4.06;-4;2.77;2.48;3.73;4.48;2.77;2.48;3.73;4.48
2014-2015;37.57;1;6;1;-3;1;0;6;4.06;1;2.50;2.68;4.30;4.47;2.77;2.48;3.73;4.48
2014-2015;53.05;1;7;0;-2;0;0;6;15.48;2;2.50;2.68;4.30;4.47;2.77;2.48;3.73;4.48
2014-2015;15.26;1;1;0;0;0;0;6;;0;;;;;2.78;2.10;3.58;3.73
2014-2015;22.5;0;2;2;1;0;0;6;7.24;1;2.72;2.45;4.28;3.80;2.72;2.45;4.28;3.80
2014-2015;29;1;3;2;0;0;0;6;6.5;-1;2.78;2.10;3.58;3.73;2.78;2.10;3.58;3.73
2014-2015;50.13;0;4;2;1;0;0;6;21.13;1;2.72;2.45;4.28;3.80;2.72;2.45;4.28;3.80
2014-2015;59.17;0;5;3;0;0;0;6;9.04;-1;2.78;2.10;3.58;3.73;2.72;2.45;4.28;3.80
2014-2015;6.43;0;1;0;0;0;0;6;;0;;;;;2.02;3.08;3.90;4.17
2014-2015;36.18;0;2;0;-1;0;0;6;29.75;-1;2.58;2.05;4.32;3.97;2.02;3.08;3.90;4.17
2014-2015;45.49;0;3;0;-2;0;0;6;9.31;-2;2.58;2.05;4.32;3.97;2.02;3.08;3.90;4.17
2014-2015;0.17;1;1;0;0;0;0;6;;0;;;;;2.52;2.43;4.45;4.43
2014-2015;10.4;0;2;0;1;0;0;6;10.23;1;2.03;2.87;4.25;3.93;2.03;2.87;4.25;3.93
2014-2015;18.49;1;3;-1;0;0;0;6;8.09;-1;2.52;2.43;4.45;4.43;2.52;2.43;4.45;4.43
2014-2015;28.54;1;4;-2;1;0;0;6;10.05;1;2.03;2.87;4.25;3.93;2.52;2.43;4.45;4.43
2014-2015;32.31;0;5;-2;2;0;0;6;3.77;2;2.03;2.87;4.25;3.93;2.03;2.87;4.25;3.93
2014-2015;35.17;0;6;-4;1;0;0;6;2.86;-1;2.52;2.43;4.45;4.43;2.03;2.87;4.25;3.93
2014-2015;37.4;0;7;-4;0;0;0;6;2.23;-2;2.52;2.43;4.45;4.43;2.03;2.87;4.25;3.93
2014-2015;41.25;0;8;-4;-1;0;0;6;3.85;-3;2.52;2.43;4.45;4.43;2.03;2.87;4.25;3.93
2014-2015;43.44;1;9;-4;-2;0;0;6;2.19;-4;2.52;2.43;4.45;4.43;2.52;2.43;4.45;4.43
2014-2015;46.05;1;10;-4;-1;0;0;6;2.61;1;2.03;2.87;4.25;3.93;2.52;2.43;4.45;4.43
2014-2015;6.28;0;1;0;0;0;0;6;;0;;;;;2.52;2.38;3.97;3.80
2014-2015;29.03;1;2;0;-1;0;0;6;22.75;-1;2.23;1.92;3.72;3.73;2.23;1.92;3.72;3.73
2014-2015;31.42;0;3;0;0;0;0;6;2.39;1;2.52;2.38;3.97;3.80;2.52;2.38;3.97;3.80
2014-2015;59.41;0;4;0;-1;0;0;6;27.99;-1;2.23;1.92;3.72;3.73;2.52;2.38;3.97;3.80
2014-2015;5.05;1;1;0;0;0;0;6;;0;;;;;2.38;2.75;3.55;3.83
2014-2015;6.54;1;2;0;1;0;0;6;1.49;1;2.90;2.52;3.90;4.40;2.38;2.75;3.55;3.83
2014-2015;18.14;1;3;2;2;0;0;6;11.6;2;2.90;2.52;3.90;4.40;2.38;2.75;3.55;3.83
2014-2015;22.03;0;4;2;3;0;0;6;3.89;3;2.90;2.52;3.90;4.40;2.90;2.52;3.90;4.40
2014-2015;23.48;0;5;2;2;0;0;6;1.45;-1;2.38;2.75;3.55;3.83;2.90;2.52;3.90;4.40
2014-2015;29.5;0;6;2;1;0;0;6;6.02;-2;2.38;2.75;3.55;3.83;2.90;2.52;3.90;4.40
2014-2015;34.07;1;7;3;0;0;0;6;4.57;-3;2.38;2.75;3.55;3.83;2.38;2.75;3.55;3.83
2014-2015;48.07;1;8;4;1;0;0;6;14;1;2.90;2.52;3.90;4.40;2.38;2.75;3.55;3.83
2014-2015;52.04;1;9;3;2;0;0;6;3.97;2;2.90;2.52;3.90;4.40;2.38;2.75;3.55;3.83
2014-2015;3;0;1;0;0;0;0;6;;0;;;;;2.08;2.77;4.08;4.23
2014-2015;10.38;1;2;0;-1;0;0;6;7.38;-1;2.95;2.50;4.23;3.28;2.95;2.50;4.23;3.28
2014-2015;30.1;0;3;-1;0;1;0;6;19.72;1;2.08;2.77;4.08;4.23;2.08;2.77;4.08;4.23
2014-2015;32.21;1;4;-1;-1;0;0;6;2.11;-1;2.95;2.50;4.23;3.28;2.95;2.50;4.23;3.28
2014-2015;1.5;0;1;0;0;0;0;6;;0;;;;;2.77;2.48;3.73;4.48
2014-2015;4.04;0;2;0;-1;0;0;6;2.54;-1;2.02;3.08;3.90;4.17;2.77;2.48;3.73;4.48
2014-2015;7.26;0;3;0;-2;0;0;6;3.22;-2;2.02;3.08;3.90;4.17;2.77;2.48;3.73;4.48
2014-2015;8.55;1;4;1;-3;1;0;6;1.29;-3;2.02;3.08;3.90;4.17;2.02;3.08;3.90;4.17
2014-2015;19.49;1;5;2;-2;0;0;6;10.94;1;2.77;2.48;3.73;4.48;2.02;3.08;3.90;4.17
2014-2015;20.31;1;6;2;-1;0;0;6;0.82;2;2.77;2.48;3.73;4.48;2.02;3.08;3.90;4.17
2014-2015;31.25;0;7;2;0;0;0;6;10.94;3;2.77;2.48;3.73;4.48;2.77;2.48;3.73;4.48
2014-2015;34.38;1;8;2;-1;0;0;6;3.13;-1;2.02;3.08;3.90;4.17;2.02;3.08;3.90;4.17
2014-2015;50.51;0;9;1;0;0;0;6;16.13;1;2.77;2.48;3.73;4.48;2.77;2.48;3.73;4.48
2014-2015;3.35;1;1;0;0;0;1;6;;0;;;;;2.03;2.87;4.25;3.93
2014-2015;8.54;0;2;-1;1;0;1;6;5.19;1;2.95;2.50;4.23;3.28;2.95;2.50;4.23;3.28
2014-2015;22.27;0;5;0;0;0;1;6;13.73;-1;2.03;2.87;4.25;3.93;2.95;2.50;4.23;3.28
2014-2015;32.3;0;6;0;-1;0;1;6;10.03;-2;2.03;2.87;4.25;3.93;2.95;2.50;4.23;3.28
2014-2015;38.44;1;7;0;-2;0;1;6;6.14;-3;2.03;2.87;4.25;3.93;2.03;2.87;4.25;3.93
2014-2015;43.04;0;8;0;-1;0;1;6;4.6;1;2.95;2.50;4.23;3.28;2.95;2.50;4.23;3.28
2014-2015;43.04;1;9;0;-2;0;1;6;0;-1;2.03;2.87;4.25;3.93;2.03;2.87;4.25;3.93
2014-2015;43.04;0;10;0;-1;0;1;6;0;1;2.95;2.50;4.23;3.28;2.95;2.50;4.23;3.28
2014-2015;51.25;1;11;0;-2;0;1;6;8.21;-1;2.03;2.87;4.25;3.93;2.03;2.87;4.25;3.93
2014-2015;54.17;0;12;0;-1;0;1;6;2.92;1;2.95;2.50;4.23;3.28;2.95;2.50;4.23;3.28
2014-2015;56.45;1;13;0;-2;0;1;6;2.28;-1;2.03;2.87;4.25;3.93;2.03;2.87;4.25;3.93
2014-2015;2.54;1;1;0;0;0;0;6;;0;;;;;2.08;2.77;4.08;4.23
2014-2015;15.29;1;2;0;1;0;0;6;12.75;1;2.38;2.75;3.55;3.83;2.08;2.77;4.08;4.23
2014-2015;27.37;0;3;0;2;0;0;6;12.08;2;2.38;2.75;3.55;3.83;2.38;2.75;3.55;3.83
2014-2015;31.36;0;4;0;1;0;0;6;3.99;-1;2.08;2.77;4.08;4.23;2.38;2.75;3.55;3.83
2014-2015;36.59;1;5;1;0;1;0;6;5.23;-2;2.08;2.77;4.08;4.23;2.08;2.77;4.08;4.23
2014-2015;37.55;0;6;0;1;1;0;6;0.96;1;2.38;2.75;3.55;3.83;2.38;2.75;3.55;3.83
2014-2015;49.02;0;7;1;0;0;0;6;11.47;-1;2.08;2.77;4.08;4.23;2.38;2.75;3.55;3.83
2014-2015;4.03;0;1;0;0;0;0;6;;0;;;;;2.23;1.92;3.72;3.73
2014-2015;21.03;1;2;1;-1;0;0;6;17;-1;2.90;2.52;3.90;4.40;2.90;2.52;3.90;4.40
2014-2015;23.32;0;3;0;0;1;0;6;2.29;1;2.23;1.92;3.72;3.73;2.23;1.92;3.72;3.73
2014-2015;53.18;0;4;-1;-1;0;0;6;29.86;-1;2.90;2.52;3.90;4.40;2.23;1.92;3.72;3.73
2014-2015;56.57;0;5;-1;-2;0;0;6;3.39;-2;2.90;2.52;3.90;4.40;2.23;1.92;3.72;3.73
2014-2015;10.55;1;1;1;0;0;0;6;;0;;;;;2.52;2.38;3.97;3.80
2014-2015;19.43;0;2;1;1;0;0;6;8.88;1;2.78;2.10;3.58;3.73;2.78;2.10;3.58;3.73
2014-2015;31.24;1;3;2;0;0;0;6;11.81;-1;2.52;2.38;3.97;3.80;2.52;2.38;3.97;3.80
2014-2015;37.01;0;4;2;1;0;0;6;5.77;1;2.78;2.10;3.58;3.73;2.78;2.10;3.58;3.73
2014-2015;45.52;0;5;3;0;0;0;6;8.51;-1;2.52;2.38;3.97;3.80;2.78;2.10;3.58;3.73
2014-2015;53.46;1;6;3;-1;0;0;6;7.94;-2;2.52;2.38;3.97;3.80;2.52;2.38;3.97;3.80
2014-2015;2.06;0;1;0;0;0;1;6;;0;;;;;2.52;2.43;4.45;4.43
2014-2015;6.33;1;2;1;-1;0;1;6;4.27;-1;2.50;2.68;4.30;4.47;2.50;2.68;4.30;4.47
2014-2015;10.23;1;3;1;0;0;1;6;3.9;1;2.52;2.43;4.45;4.43;2.50;2.68;4.30;4.47
2014-2015;14.49;1;4;1;1;0;1;6;4.26;2;2.52;2.43;4.45;4.43;2.50;2.68;4.30;4.47
2014-2015;20.36;1;5;1;2;0;1;6;5.87;3;2.52;2.43;4.45;4.43;2.50;2.68;4.30;4.47
2014-2015;25.53;0;6;0;3;0;1;6;5.17;4;2.52;2.43;4.45;4.43;2.52;2.43;4.45;4.43
2014-2015;29.11;0;7;1;2;1;1;6;3.58;-1;2.50;2.68;4.30;4.47;2.52;2.43;4.45;4.43
2014-2015;39.48;0;8;0;1;0;1;6;10.37;-2;2.50;2.68;4.30;4.47;2.52;2.43;4.45;4.43
2014-2015;45.04;1;9;0;0;0;1;6;5.56;-3;2.50;2.68;4.30;4.47;2.50;2.68;4.30;4.47
2014-2015;56.56;1;10;1;1;0;1;6;11.52;1;2.52;2.43;4.45;4.43;2.50;2.68;4.30;4.47
2014-2015;14.49;1;1;0;0;0;0;6;;0;;;;;2.72;2.45;4.28;3.80
2014-2015;20.44;0;2;0;1;0;0;6;5.95;1;2.58;2.05;4.32;3.97;2.58;2.05;4.32;3.97
2014-2015;31.46;0;3;0;0;0;0;6;11.02;-1;2.72;2.45;4.28;3.80;2.58;2.05;4.32;3.97
2014-2015;51.01;1;4;1;-1;0;0;6;19.55;-2;2.72;2.45;4.28;3.80;2.72;2.45;4.28;3.80
2014-2015;51.52;1;5;1;0;0;0;6;0.51;1;2.58;2.05;4.32;3.97;2.72;2.45;4.28;3.80
2014-2015;1.2;0;1;0;0;0;0;7;;0;;;;;2.50;2.68;4.30;4.47
2014-2015;15.16;0;2;0;-1;0;0;7;13.96;-1;2.23;1.92;3.72;3.73;2.50;2.68;4.30;4.47
2014-2015;17.35;0;3;1;-2;1;0;7;2.19;-2;2.23;1.92;3.72;3.73;2.50;2.68;4.30;4.47
2014-2015;31.47;1;4;2;-3;0;0;7;14.12;-3;2.23;1.92;3.72;3.73;2.23;1.92;3.72;3.73
2014-2015;35.09;1;7;2;-2;0;0;7;3.62;1;2.50;2.68;4.30;4.47;2.23;1.92;3.72;3.73
2014-2015;37.26;1;8;2;-1;0;0;7;2.17;2;2.50;2.68;4.30;4.47;2.23;1.92;3.72;3.73
2014-2015;43.3;0;9;2;0;0;0;7;6.04;3;2.50;2.68;4.30;4.47;2.50;2.68;4.30;4.47
2014-2015;47.57;1;10;2;-1;0;0;7;4.27;-1;2.23;1.92;3.72;3.73;2.23;1.92;3.72;3.73
2014-2015;49.37;0;11;1;0;1;0;7;1.8;1;2.50;2.68;4.30;4.47;2.50;2.68;4.30;4.47
2014-2015;13.05;0;1;-1;0;0;0;7;;0;;;;;2.90;2.52;3.90;4.40
2014-2015;15.33;1;2;-1;-1;0;0;7;2.28;-1;2.58;2.05;4.32;3.97;2.58;2.05;4.32;3.97
2014-2015;21.26;0;3;-1;0;0;0;7;5.93;1;2.90;2.52;3.90;4.40;2.90;2.52;3.90;4.40
2014-2015;24.56;1;4;0;-1;1;0;7;3.3;-1;2.58;2.05;4.32;3.97;2.58;2.05;4.32;3.97
2014-2015;30.06;0;5;-1;0;1;0;7;5.5;1;2.90;2.52;3.90;4.40;2.90;2.52;3.90;4.40
2014-2015;31.4;0;6;-1;-1;0;0;7;1.34;-1;2.58;2.05;4.32;3.97;2.90;2.52;3.90;4.40
2014-2015;46.25;1;7;-1;-2;0;0;7;14.85;-2;2.58;2.05;4.32;3.97;2.58;2.05;4.32;3.97
2014-2015;47.39;1;8;-1;-1;0;0;7;1.14;1;2.90;2.52;3.90;4.40;2.58;2.05;4.32;3.97
2014-2015;52.15;0;9;0;0;0;0;7;4.76;2;2.90;2.52;3.90;4.40;2.90;2.52;3.90;4.40
2014-2015;8.05;0;1;0;0;0;0;7;;0;;;;;2.78;2.10;3.58;3.73
2014-2015;12.03;1;2;1;-1;0;0;7;3.98;-1;2.52;2.43;4.45;4.43;2.52;2.43;4.45;4.43
2014-2015;17.07;0;3;1;0;0;0;7;5.04;1;2.78;2.10;3.58;3.73;2.78;2.10;3.58;3.73
2014-2015;27.49;0;4;1;-1;0;0;7;10.42;-1;2.52;2.43;4.45;4.43;2.78;2.10;3.58;3.73
2014-2015;30.59;1;5;1;-2;0;0;7;3.1;-2;2.52;2.43;4.45;4.43;2.52;2.43;4.45;4.43
2014-2015;46.45;1;6;1;-1;0;0;7;15.86;1;2.78;2.10;3.58;3.73;2.52;2.43;4.45;4.43
2014-2015;54.53;0;9;2;0;0;0;7;8.08;2;2.78;2.10;3.58;3.73;2.78;2.10;3.58;3.73
2014-2015;59.47;1;10;2;-1;0;0;7;4.94;-1;2.52;2.43;4.45;4.43;2.52;2.43;4.45;4.43
2014-2015;6.22;0;1;0;0;0;0;7;;0;;;;;2.72;2.45;4.28;3.80
2014-2015;9.02;0;4;1;-1;0;0;7;2.8;-1;2.77;2.48;3.73;4.48;2.72;2.45;4.28;3.80
2014-2015;14.25;1;5;1;-2;0;0;7;5.23;-2;2.77;2.48;3.73;4.48;2.77;2.48;3.73;4.48
2014-2015;19.27;1;6;0;-1;1;0;7;5.02;1;2.72;2.45;4.28;3.80;2.77;2.48;3.73;4.48
2014-2015;33.49;0;7;0;0;0;0;7;14.22;2;2.72;2.45;4.28;3.80;2.72;2.45;4.28;3.80
2014-2015;39.22;0;10;1;-1;0;0;7;5.73;-1;2.77;2.48;3.73;4.48;2.72;2.45;4.28;3.80
2014-2015;45.48;1;11;1;-2;0;0;7;6.26;-2;2.77;2.48;3.73;4.48;2.77;2.48;3.73;4.48
2014-2015;48.35;0;12;0;-1;1;0;7;2.87;1;2.72;2.45;4.28;3.80;2.72;2.45;4.28;3.80
2014-2015;54.27;0;13;1;-2;1;0;7;5.92;-1;2.77;2.48;3.73;4.48;2.72;2.45;4.28;3.80
2014-2015;6.41;1;1;0;0;0;0;7;;0;;;;;2.95;2.50;4.23;3.28
2014-2015;12.05;0;2;0;1;0;0;7;5.64;1;2.02;3.08;3.90;4.17;2.02;3.08;3.90;4.17
2014-2015;23.32;1;3;0;0;0;0;7;11.27;-1;2.95;2.50;4.23;3.28;2.95;2.50;4.23;3.28
2014-2015;26.45;1;4;0;1;0;0;7;3.13;1;2.02;3.08;3.90;4.17;2.95;2.50;4.23;3.28
2014-2015;40.07;1;5;2;2;0;0;7;13.62;2;2.02;3.08;3.90;4.17;2.95;2.50;4.23;3.28
2014-2015;57.38;0;6;1;3;1;0;7;17.31;3;2.02;3.08;3.90;4.17;2.02;3.08;3.90;4.17
2014-2015;0.54;1;1;0;0;0;0;7;;0;;;;;2.08;2.77;4.08;4.23
2014-2015;6.02;0;2;0;1;0;0;7;5.48;1;2.03;2.87;4.25;3.93;2.03;2.87;4.25;3.93
2014-2015;12.27;0;3;0;0;0;0;7;6.25;-1;2.08;2.77;4.08;4.23;2.03;2.87;4.25;3.93
2014-2015;24.15;1;4;0;-1;0;0;7;11.88;-2;2.08;2.77;4.08;4.23;2.08;2.77;4.08;4.23
2014-2015;24.37;0;5;0;0;0;0;7;0.22;1;2.03;2.87;4.25;3.93;2.03;2.87;4.25;3.93
2014-2015;42.59;1;6;0;-1;0;0;7;18.22;-1;2.08;2.77;4.08;4.23;2.08;2.77;4.08;4.23
2014-2015;46.37;0;7;0;0;0;0;7;3.78;1;2.03;2.87;4.25;3.93;2.03;2.87;4.25;3.93
2014-2015;56.18;0;8;1;-1;0;0;7;9.81;-1;2.08;2.77;4.08;4.23;2.03;2.87;4.25;3.93
2014-2015;57.03;0;9;1;-2;0;0;7;0.85;-2;2.08;2.77;4.08;4.23;2.03;2.87;4.25;3.93
2014-2015;12.22;0;1;1;0;0;0;7;;0;;;;;2.52;2.38;3.97;3.80
2014-2015;15.16;0;2;2;-1;0;0;7;2.94;-1;2.38;2.75;3.55;3.83;2.52;2.38;3.97;3.80
2014-2015;25.29;0;3;3;-2;0;0;7;10.13;-2;2.38;2.75;3.55;3.83;2.52;2.38;3.97;3.80
2014-2015;28.13;0;4;3;-3;0;0;7;2.84;-3;2.38;2.75;3.55;3.83;2.52;2.38;3.97;3.80
2014-2015;38.16;1;7;3;-4;0;0;7;10.03;-4;2.38;2.75;3.55;3.83;2.38;2.75;3.55;3.83
2014-2015;44.11;0;8;2;-3;1;0;7;5.95;1;2.52;2.38;3.97;3.80;2.52;2.38;3.97;3.80
2014-2015;9.27;0;3;1;-4;0;0;7;;-1;;;;;2.23;1.92;3.72;3.73
2014-2015;12.4;1;6;1;-5;0;0;7;3.13;-2;2.52;2.43;4.45;4.43;2.52;2.43;4.45;4.43
2014-2015;14.36;1;7;1;-4;0;0;7;1.96;1;2.23;1.92;3.72;3.73;2.52;2.43;4.45;4.43
2014-2015;17.53;1;8;1;-3;0;0;7;3.17;2;2.23;1.92;3.72;3.73;2.52;2.43;4.45;4.43
2014-2015;21.44;0;9;1;-2;0;0;7;3.91;3;2.23;1.92;3.72;3.73;2.23;1.92;3.72;3.73
2014-2015;24.18;0;10;1;-3;0;0;7;2.74;-1;2.52;2.43;4.45;4.43;2.23;1.92;3.72;3.73
2014-2015;30.14;1;11;2;-4;0;0;7;5.96;-2;2.52;2.43;4.45;4.43;2.52;2.43;4.45;4.43
2014-2015;47.29;1;14;2;-3;0;0;7;17.15;1;2.23;1.92;3.72;3.73;2.52;2.43;4.45;4.43
2014-2015;48.32;0;15;2;-2;0;0;7;1.03;2;2.23;1.92;3.72;3.73;2.23;1.92;3.72;3.73
2014-2015;5.19;0;1;0;0;0;0;7;;0;;;;;2.08;2.77;4.08;4.23
2014-2015;10.58;0;2;-1;-1;0;0;7;5.39;-1;2.02;3.08;3.90;4.17;2.08;2.77;4.08;4.23
2014-2015;11.56;1;3;-1;-2;0;0;7;0.98;-2;2.02;3.08;3.90;4.17;2.02;3.08;3.90;4.17
2014-2015;15.36;0;4;-1;-1;0;0;7;3.8;1;2.08;2.77;4.08;4.23;2.08;2.77;4.08;4.23
2014-2015;23.41;1;5;-1;-2;0;0;7;8.05;-1;2.02;3.08;3.90;4.17;2.02;3.08;3.90;4.17
2014-2015;31.5;1;6;-1;-1;0;0;7;8.09;1;2.08;2.77;4.08;4.23;2.02;3.08;3.90;4.17
2014-2015;36.03;0;7;-1;0;0;0;7;4.53;2;2.08;2.77;4.08;4.23;2.08;2.77;4.08;4.23
2014-2015;41.58;1;8;-1;-1;0;0;7;5.55;-1;2.02;3.08;3.90;4.17;2.02;3.08;3.90;4.17
2014-2015;45.54;0;9;0;0;0;0;7;3.96;1;2.08;2.77;4.08;4.23;2.08;2.77;4.08;4.23
2014-2015;55.23;1;10;0;-1;0;0;7;9.69;-1;2.02;3.08;3.90;4.17;2.02;3.08;3.90;4.17
2014-2015;5.57;0;1;0;0;0;0;7;;0;;;;;2.58;2.05;4.32;3.97
2014-2015;24.52;1;2;1;-1;0;0;7;18.95;-1;2.78;2.10;3.58;3.73;2.78;2.10;3.58;3.73
2014-2015;44.53;0;5;0;0;0;0;7;20.01;1;2.58;2.05;4.32;3.97;2.58;2.05;4.32;3.97
2014-2015;59.18;0;6;1;-1;1;0;7;14.65;-1;2.78;2.10;3.58;3.73;2.58;2.05;4.32;3.97
2014-2015;9.22;0;1;0;0;0;0;7;;0;;;;;2.95;2.50;4.23;3.28
2014-2015;12.04;1;2;0;-1;0;0;7;2.82;-1;2.72;2.45;4.28;3.80;2.72;2.45;4.28;3.80
2014-2015;27.47;0;3;-1;0;0;0;7;15.43;1;2.95;2.50;4.23;3.28;2.95;2.50;4.23;3.28
2014-2015;31.34;1;4;-1;-1;0;0;7;3.87;-1;2.72;2.45;4.28;3.80;2.72;2.45;4.28;3.80
2014-2015;37.54;0;5;-2;0;0;0;7;6.2;1;2.95;2.50;4.23;3.28;2.95;2.50;4.23;3.28
2014-2015;59.14;0;6;-1;-1;0;0;7;21.6;-1;2.72;2.45;4.28;3.80;2.95;2.50;4.23;3.28
2014-2015;2.06;1;1;0;0;0;0;7;;0;;;;;2.50;2.68;4.30;4.47
2014-2015;15.53;1;2;0;1;0;0;7;13.47;1;2.38;2.75;3.55;3.83;2.50;2.68;4.30;4.47
2014-2015;24.47;0;3;1;2;0;0;7;8.94;2;2.38;2.75;3.55;3.83;2.38;2.75;3.55;3.83
2014-2015;33.01;0;6;2;1;0;0;7;8.54;-1;2.50;2.68;4.30;4.47;2.38;2.75;3.55;3.83
2014-2015;39.03;1;7;1;0;0;0;7;6.02;-2;2.50;2.68;4.30;4.47;2.50;2.68;4.30;4.47
2014-2015;41.25;0;8;1;1;0;0;7;2.22;1;2.38;2.75;3.55;3.83;2.38;2.75;3.55;3.83
2014-2015;45.21;0;9;1;0;0;0;7;3.96;-1;2.50;2.68;4.30;4.47;2.38;2.75;3.55;3.83
2014-2015;46.26;1;10;1;-1;0;0;7;1.05;-2;2.50;2.68;4.30;4.47;2.50;2.68;4.30;4.47
2014-2015;1.57;1;1;0;0;0;0;7;;0;;;;;2.03;2.87;4.25;3.93
2014-2015;17.42;0;2;0;1;0;0;7;15.85;1;2.90;2.52;3.90;4.40;2.90;2.52;3.90;4.40
2014-2015;24.45;1;3;0;0;0;0;7;7.03;-1;2.03;2.87;4.25;3.93;2.03;2.87;4.25;3.93
2014-2015;24.45;1;4;0;1;0;0;7;0;1;2.90;2.52;3.90;4.40;2.03;2.87;4.25;3.93
2014-2015;29.21;0;5;-1;2;1;0;7;4.76;2;2.90;2.52;3.90;4.40;2.90;2.52;3.90;4.40
2014-2015;29.41;0;6;-1;1;0;0;7;0.2;-1;2.03;2.87;4.25;3.93;2.90;2.52;3.90;4.40
2014-2015;32.08;0;7;-1;0;0;0;7;2.67;-2;2.03;2.87;4.25;3.93;2.90;2.52;3.90;4.40
2014-2015;33.15;1;8;-1;-1;0;0;7;1.07;-3;2.03;2.87;4.25;3.93;2.03;2.87;4.25;3.93
2014-2015;39.47;1;9;0;0;0;0;7;6.32;1;2.90;2.52;3.90;4.40;2.03;2.87;4.25;3.93
2014-2015;1.29;1;1;0;0;0;0;7;;0;;;;;2.77;2.48;3.73;4.48
2014-2015;4.52;0;2;1;1;0;0;7;3.23;1;2.52;2.38;3.97;3.80;2.52;2.38;3.97;3.80
2014-2015;27.31;0;3;0;0;0;0;7;22.79;-1;2.77;2.48;3.73;4.48;2.52;2.38;3.97;3.80
2014-2015;39.28;0;4;0;-1;0;0;7;11.97;-2;2.77;2.48;3.73;4.48;2.52;2.38;3.97;3.80
2014-2015;43.45;0;5;1;-2;1;0;7;4.17;-3;2.77;2.48;3.73;4.48;2.52;2.38;3.97;3.80
2014-2015;46.16;1;6;1;-3;0;0;7;2.71;-4;2.77;2.48;3.73;4.48;2.77;2.48;3.73;4.48
2014-2015;7.25;0;1;0;0;0;0;7;;0;;;;;2.77;2.48;3.73;4.48
2014-2015;9.33;1;2;0;-1;0;0;7;2.08;-1;2.23;1.92;3.72;3.73;2.23;1.92;3.72;3.73
2014-2015;16.44;0;3;1;0;0;0;7;7.11;1;2.77;2.48;3.73;4.48;2.77;2.48;3.73;4.48
2014-2015;30.33;0;4;1;-1;0;0;7;13.89;-1;2.23;1.92;3.72;3.73;2.77;2.48;3.73;4.48
2014-2015;34.21;0;5;1;-2;0;0;7;3.88;-2;2.23;1.92;3.72;3.73;2.77;2.48;3.73;4.48
2014-2015;39.04;1;6;1;-3;0;0;7;4.83;-3;2.23;1.92;3.72;3.73;2.23;1.92;3.72;3.73
2014-2015;40.47;0;7;0;-2;1;0;7;1.43;1;2.77;2.48;3.73;4.48;2.77;2.48;3.73;4.48
2014-2015;45.39;0;8;1;-3;1;0;7;4.92;-1;2.23;1.92;3.72;3.73;2.77;2.48;3.73;4.48
2014-2015;47.09;0;9;1;-4;0;0;7;1.7;-2;2.23;1.92;3.72;3.73;2.77;2.48;3.73;4.48
